"Order_Date","Payment_Method","Return_Date","Shipping_Method","User_Age","User_Location","Product_ID","User_Gender","Return_Status","Product_Category","Order_ID","Discount_Applied","Return_Reason","Order_Quantity","Product_Price","User_ID","Days_to_Return","signal_changed_mind","signal_high_discount","signal_late_return","signal_bulk_return","signal_expensive_item","abuse_score","is_abuse"
"2024-10-08","Debit Card","N/A","Express",36,"City66","PROD00000189","Male","Not Returned","Clothing","ORD00000189",49.99,"Not Returned",1,406.41,"USER00000189",0,0,0,0,0,0,0,0
"2024-04-06","Credit Card","N/A","Standard",32,"City40","PROD00000193","Female","Not Returned","Home","ORD00000193",42.34,"Not Returned",3,482.75,"USER00000193",0,0,0,0,0,0,0,0
"2024-02-08","Credit Card","N/A","Next-Day",44,"City32","PROD00000198","Female","Not Returned","Home","ORD00000198",32.34,"Not Returned",5,13.04,"USER00000198",0,0,0,0,0,0,0,0
"2023-11-22","PayPal","N/A","Express",29,"City21","PROD00000218","Female","Not Returned","Clothing","ORD00000218",18.29,"Not Returned",2,221.05,"USER00000218",0,0,0,0,0,0,0,0
"2023-11-06","Gift Card","N/A","Standard",61,"City78","PROD00000225","Male","Not Returned","Books","ORD00000225",21.98,"Not Returned",5,367.8,"USER00000225",0,0,0,0,0,0,0,0
"2023-07-14","PayPal","N/A","Standard",50,"City7","PROD00000226","Male","Not Returned","Books","ORD00000226",46.55,"Not Returned",4,143.01,"USER00000226",0,0,0,0,0,0,0,0
"2023-09-25","Credit Card","2024-02-09","Next-Day",67,"City93","PROD00000227","Male","Returned","Books","ORD00000227",46.01,"Wrong item",1,277.15,"USER00000227",137,0,1,1,0,0,2,1
"2023-12-10","PayPal","2024-02-12","Standard",50,"City84","PROD00000237","Female","Returned","Home","ORD00000237",11.7,"Wrong item",5,359.73,"USER00000237",64,0,0,0,1,1,2,1
"2024-01-03","PayPal","2024-04-26","Next-Day",35,"City46","PROD00000252","Female","Returned","Home","ORD00000252",46.78,"Not as described",3,80.88,"USER00000252",114,0,1,1,0,0,2,1
"2023-05-03","Debit Card","N/A","Standard",27,"City65","PROD00000257","Male","Not Returned","Toys","ORD00000257",17.12,"Not Returned",5,46.83,"USER00000257",0,0,0,0,0,0,0,0
"2023-01-29","Credit Card","2024-03-22","Express",47,"City29","PROD00000260","Male","Returned","Home","ORD00000260",6.27,"Defective",4,395.28,"USER00000260",418,0,0,1,1,1,3,1
"2023-05-13","Credit Card","2024-11-01","Standard",27,"City77","PROD00000262","Male","Returned","Clothing","ORD00000262",48.7,"Wrong item",2,48.49,"USER00000262",538,0,1,1,0,0,2,1
"2023-12-03","Gift Card","N/A","Next-Day",60,"City77","PROD00000265","Male","Not Returned","Toys","ORD00000265",1.65,"Not Returned",3,266.83,"USER00000265",0,0,0,0,0,0,0,0
"2023-06-06","Credit Card","2024-05-09","Next-Day",39,"City12","PROD00000278","Male","Returned","Books","ORD00000278",26.28,"Defective",3,161.86,"USER00000278",338,0,0,1,0,0,1,0
"2023-06-07","Credit Card","N/A","Express",49,"City37","PROD00000286","Female","Not Returned","Electronics","ORD00000286",16.94,"Not Returned",3,362.72,"USER00000286",0,0,0,0,0,0,0,0
"2023-10-29","Debit Card","N/A","Express",24,"City22","PROD00000300","Female","Not Returned","Clothing","ORD00000300",21.71,"Not Returned",1,296.53,"USER00000300",0,0,0,0,0,0,0,0
"2023-06-21","PayPal","N/A","Standard",65,"City79","PROD00000303","Male","Not Returned","Home","ORD00000303",25.4,"Not Returned",1,76.45,"USER00000303",0,0,0,0,0,0,0,0
"2023-12-14","PayPal","2023-12-21","Standard",29,"City75","PROD00000307","Female","Returned","Books","ORD00000307",37.12,"Changed mind",2,423.45,"USER00000307",7,1,1,0,0,1,3,1
"2024-06-09","Credit Card","N/A","Standard",39,"City25","PROD00000308","Female","Not Returned","Clothing","ORD00000308",46.8,"Not Returned",4,271.7,"USER00000308",0,0,0,0,0,0,0,0
"2023-09-13","PayPal","N/A","Express",57,"City37","PROD00000309","Male","Not Returned","Toys","ORD00000309",47.62,"Not Returned",4,264.28,"USER00000309",0,0,0,0,0,0,0,0
"2023-10-13","Gift Card","2024-05-26","Next-Day",53,"City4","PROD00000314","Female","Returned","Electronics","ORD00000314",37.32,"Wrong item",2,192.67,"USER00000314",226,0,1,1,0,0,2,1
"2024-07-27","Credit Card","N/A","Next-Day",65,"City11","PROD00000322","Female","Not Returned","Clothing","ORD00000322",14.93,"Not Returned",3,24.7,"USER00000322",0,0,0,0,0,0,0,0
"2023-01-07","Credit Card","N/A","Standard",66,"City1","PROD00000324","Male","Not Returned","Books","ORD00000324",6.76,"Not Returned",5,255.86,"USER00000324",0,0,0,0,0,0,0,0
"2023-07-09","PayPal","N/A","Express",70,"City94","PROD00000332","Male","Not Returned","Home","ORD00000332",44.67,"Not Returned",4,33.98,"USER00000332",0,0,0,0,0,0,0,0
"2023-03-24","PayPal","2024-05-23","Standard",61,"City51","PROD00000343","Female","Returned","Electronics","ORD00000343",14.43,"Changed mind",5,204.18,"USER00000343",426,1,0,1,1,0,3,1
"2024-06-08","Debit Card","N/A","Next-Day",22,"City80","PROD00000344","Female","Not Returned","Electronics","ORD00000344",24.07,"Not Returned",4,463.78,"USER00000344",0,0,0,0,0,0,0,0
"2024-08-13","Gift Card","N/A","Express",31,"City80","PROD00000345","Female","Not Returned","Toys","ORD00000345",15.55,"Not Returned",4,414.45,"USER00000345",0,0,0,0,0,0,0,0
"2023-05-04","Debit Card","2024-08-12","Next-Day",46,"City40","PROD00000346","Male","Returned","Toys","ORD00000346",44.12,"Wrong item",4,198.8,"USER00000346",466,0,1,1,1,0,3,1
"2024-08-01","Credit Card","N/A","Next-Day",18,"City23","PROD00000348","Female","Not Returned","Clothing","ORD00000348",22.89,"Not Returned",4,188.68,"USER00000348",0,0,0,0,0,0,0,0
"2023-03-31","Gift Card","N/A","Standard",56,"City12","PROD00000359","Male","Not Returned","Home","ORD00000359",28.99,"Not Returned",4,340.11,"USER00000359",0,0,0,0,0,0,0,0
"2023-12-26","Credit Card","2024-01-10","Standard",69,"City33","PROD00000364","Male","Returned","Clothing","ORD00000364",36.62,"Defective",1,244.73,"USER00000364",15,0,1,0,0,0,1,0
"2023-08-20","Credit Card","N/A","Standard",30,"City41","PROD00000368","Female","Not Returned","Home","ORD00000368",37.16,"Not Returned",2,142.42,"USER00000368",0,0,0,0,0,0,0,0
"2024-02-09","Gift Card","2024-03-12","Express",69,"City8","PROD00000369","Female","Returned","Toys","ORD00000369",20.16,"Changed mind",1,347.56,"USER00000369",32,1,0,0,0,0,1,0
"2023-04-29","Debit Card","N/A","Next-Day",39,"City44","PROD00000374","Male","Not Returned","Books","ORD00000374",49.37,"Not Returned",5,479.19,"USER00000374",0,0,0,0,0,0,0,0
"2024-01-31","Gift Card","N/A","Express",37,"City24","PROD00000381","Male","Not Returned","Toys","ORD00000381",47.43,"Not Returned",3,253.03,"USER00000381",0,0,0,0,0,0,0,0
"2024-02-09","Credit Card","N/A","Standard",48,"City1","PROD00000390","Female","Not Returned","Toys","ORD00000390",47.49,"Not Returned",1,135.81,"USER00000390",0,0,0,0,0,0,0,0
"2024-09-02","PayPal","N/A","Express",53,"City87","PROD00000398","Male","Not Returned","Electronics","ORD00000398",22.72,"Not Returned",4,215.26,"USER00000398",0,0,0,0,0,0,0,0
"2023-02-08","Credit Card","N/A","Next-Day",41,"City47","PROD00000404","Male","Not Returned","Books","ORD00000404",46.65,"Not Returned",5,298.58,"USER00000404",0,0,0,0,0,0,0,0
"2024-04-08","Debit Card","N/A","Express",34,"City77","PROD00000409","Male","Not Returned","Toys","ORD00000409",34.27,"Not Returned",3,22.56,"USER00000409",0,0,0,0,0,0,0,0
"2024-08-13","Gift Card","N/A","Next-Day",33,"City28","PROD00000411","Female","Not Returned","Clothing","ORD00000411",39.66,"Not Returned",2,472.75,"USER00000411",0,0,0,0,0,0,0,0
"2023-11-01","Gift Card","2024-05-19","Express",66,"City80","PROD00000413","Female","Returned","Toys","ORD00000413",6.59,"Not as described",5,193.41,"USER00000413",200,0,0,1,1,0,2,1
"2023-01-13","PayPal","N/A","Standard",62,"City7","PROD00000419","Female","Not Returned","Books","ORD00000419",32.61,"Not Returned",2,297.43,"USER00000419",0,0,0,0,0,0,0,0
"2023-03-26","Debit Card","N/A","Express",33,"City37","PROD00000423","Male","Not Returned","Clothing","ORD00000423",45.46,"Not Returned",3,110.18,"USER00000423",0,0,0,0,0,0,0,0
"2023-02-16","Debit Card","2024-11-12","Next-Day",38,"City1","PROD00000425","Male","Returned","Home","ORD00000425",46.61,"Wrong item",2,222.67,"USER00000425",635,0,1,1,0,0,2,1
"2023-08-03","Credit Card","N/A","Standard",46,"City76","PROD00000427","Male","Not Returned","Electronics","ORD00000427",2.31,"Not Returned",1,105.47,"USER00000427",0,0,0,0,0,0,0,0
"2023-07-07","Credit Card","2024-02-03","Standard",55,"City71","PROD00000434","Female","Returned","Electronics","ORD00000434",8.4,"Wrong item",5,67,"USER00000434",211,0,0,1,1,0,2,1
"2024-06-19","Gift Card","N/A","Express",51,"City26","PROD00000438","Male","Not Returned","Clothing","ORD00000438",7.99,"Not Returned",1,61.43,"USER00000438",0,0,0,0,0,0,0,0
"2024-07-13","Debit Card","N/A","Standard",61,"City8","PROD00000441","Female","Not Returned","Clothing","ORD00000441",24.03,"Not Returned",3,8.26,"USER00000441",0,0,0,0,0,0,0,0
"2023-05-09","Credit Card","2023-12-08","Next-Day",20,"City62","PROD00000445","Female","Returned","Books","ORD00000445",35.91,"Wrong item",2,287.53,"USER00000445",213,0,1,1,0,0,2,1
"2023-10-13","PayPal","N/A","Express",42,"City2","PROD00000447","Male","Not Returned","Electronics","ORD00000447",42.65,"Not Returned",4,245.17,"USER00000447",0,0,0,0,0,0,0,0
"2024-06-28","Gift Card","N/A","Next-Day",63,"City40","PROD00000449","Male","Not Returned","Home","ORD00000449",7.71,"Not Returned",5,450.18,"USER00000449",0,0,0,0,0,0,0,0
"2023-10-25","PayPal","N/A","Next-Day",68,"City15","PROD00000462","Female","Not Returned","Electronics","ORD00000462",38.84,"Not Returned",5,59.54,"USER00000462",0,0,0,0,0,0,0,0
"2023-02-05","Gift Card","N/A","Next-Day",27,"City43","PROD00000466","Male","Not Returned","Toys","ORD00000466",44.15,"Not Returned",4,492.8,"USER00000466",0,0,0,0,0,0,0,0
"2023-07-27","PayPal","N/A","Next-Day",60,"City49","PROD00000471","Male","Not Returned","Clothing","ORD00000471",7.89,"Not Returned",5,289.2,"USER00000471",0,0,0,0,0,0,0,0
"2024-01-11","Debit Card","2024-06-30","Express",36,"City28","PROD00000472","Female","Returned","Electronics","ORD00000472",35.24,"Wrong item",4,358.53,"USER00000472",171,0,1,1,1,1,4,1
"2023-06-08","Credit Card","2023-10-07","Express",22,"City41","PROD00000482","Female","Returned","Books","ORD00000482",15.27,"Not as described",5,351.3,"USER00000482",121,0,0,1,1,1,3,1
"2023-03-13","Debit Card","2024-11-07","Express",66,"City86","PROD00000484","Male","Returned","Toys","ORD00000484",5.54,"Changed mind",1,374.84,"USER00000484",605,1,0,1,0,1,3,1
"2023-10-30","PayPal","2024-08-02","Next-Day",51,"City86","PROD00000486","Male","Returned","Toys","ORD00000486",23.51,"Not as described",1,472.27,"USER00000486",277,0,0,1,0,1,2,1
"2024-06-07","Credit Card","N/A","Standard",31,"City70","PROD00000491","Female","Not Returned","Electronics","ORD00000491",45.44,"Not Returned",2,9.71,"USER00000491",0,0,0,0,0,0,0,0
"2023-04-16","PayPal","2024-03-04","Next-Day",49,"City2","PROD00000494","Male","Returned","Books","ORD00000494",41.55,"Wrong item",3,393.04,"USER00000494",323,0,1,1,0,1,3,1
"2024-01-01","Gift Card","N/A","Next-Day",51,"City73","PROD00000495","Male","Not Returned","Home","ORD00000495",8.42,"Not Returned",4,296.67,"USER00000495",0,0,0,0,0,0,0,0
"2023-06-21","PayPal","2024-11-07","Standard",25,"City84","PROD00000497","Female","Returned","Books","ORD00000497",25.93,"Changed mind",3,472.16,"USER00000497",505,1,0,1,0,1,3,1
"2023-06-26","Debit Card","2023-07-06","Standard",56,"City65","PROD00000498","Male","Returned","Toys","ORD00000498",46.11,"Not as described",1,327.46,"USER00000498",10,0,1,0,0,0,1,0
"2023-04-02","PayPal","N/A","Standard",19,"City3","PROD00000509","Male","Not Returned","Books","ORD00000509",46.28,"Not Returned",5,78.11,"USER00000509",0,0,0,0,0,0,0,0
"2024-10-21","Gift Card","N/A","Next-Day",64,"City79","PROD00000512","Male","Not Returned","Home","ORD00000512",23.29,"Not Returned",4,321.77,"USER00000512",0,0,0,0,0,0,0,0
"2023-07-26","PayPal","N/A","Express",20,"City76","PROD00000524","Female","Not Returned","Clothing","ORD00000524",14.81,"Not Returned",1,461.27,"USER00000524",0,0,0,0,0,0,0,0
"2024-11-16","Credit Card","N/A","Standard",58,"City32","PROD00000525","Female","Not Returned","Clothing","ORD00000525",30.1,"Not Returned",1,203.36,"USER00000525",0,0,0,0,0,0,0,0
"2024-11-16","PayPal","N/A","Next-Day",44,"City76","PROD00000531","Female","Not Returned","Electronics","ORD00000531",35.91,"Not Returned",3,390.47,"USER00000531",0,0,0,0,0,0,0,0
"2024-01-21","Credit Card","N/A","Next-Day",63,"City2","PROD00000535","Male","Not Returned","Electronics","ORD00000535",25.63,"Not Returned",3,478.5,"USER00000535",0,0,0,0,0,0,0,0
"2023-01-20","Debit Card","2023-03-12","Standard",45,"City21","PROD00000557","Male","Returned","Clothing","ORD00000557",0.44,"Defective",2,422.06,"USER00000557",51,0,0,0,0,1,1,0
"2024-07-14","Gift Card","N/A","Next-Day",41,"City73","PROD00000559","Female","Not Returned","Toys","ORD00000559",24.07,"Not Returned",5,489.39,"USER00000559",0,0,0,0,0,0,0,0
"2023-02-28","Credit Card","2023-11-17","Next-Day",50,"City55","PROD00000564","Female","Returned","Toys","ORD00000564",2,"Not as described",1,25.59,"USER00000564",262,0,0,1,0,0,1,0
"2024-05-19","Credit Card","N/A","Standard",65,"City62","PROD00000569","Male","Not Returned","Toys","ORD00000569",10.68,"Not Returned",4,99.23,"USER00000569",0,0,0,0,0,0,0,0
"2023-08-23","Debit Card","N/A","Standard",41,"City52","PROD00000571","Male","Not Returned","Home","ORD00000571",19.42,"Not Returned",3,279.15,"USER00000571",0,0,0,0,0,0,0,0
"2023-04-17","Credit Card","N/A","Standard",49,"City41","PROD00000573","Female","Not Returned","Home","ORD00000573",39.21,"Not Returned",5,78,"USER00000573",0,0,0,0,0,0,0,0
"2024-12-23","PayPal","N/A","Express",33,"City67","PROD00000578","Male","Not Returned","Electronics","ORD00000578",12.21,"Not Returned",1,110.69,"USER00000578",0,0,0,0,0,0,0,0
"2023-09-20","Gift Card","2024-07-21","Standard",43,"City3","PROD00000579","Male","Returned","Books","ORD00000579",34.73,"Changed mind",2,309.62,"USER00000579",305,1,0,1,0,0,2,1
"2024-01-13","Debit Card","N/A","Express",68,"City11","PROD00000582","Male","Not Returned","Clothing","ORD00000582",12.01,"Not Returned",5,151.77,"USER00000582",0,0,0,0,0,0,0,0
"2024-08-14","PayPal","N/A","Standard",30,"City30","PROD00000586","Male","Not Returned","Home","ORD00000586",43.84,"Not Returned",4,173.31,"USER00000586",0,0,0,0,0,0,0,0
"2024-01-29","Debit Card","N/A","Next-Day",24,"City14","PROD00000590","Male","Not Returned","Toys","ORD00000590",31.28,"Not Returned",2,177.2,"USER00000590",0,0,0,0,0,0,0,0
"2024-10-19","PayPal","2024-11-08","Next-Day",70,"City94","PROD00000594","Female","Returned","Toys","ORD00000594",17.66,"Changed mind",1,381.78,"USER00000594",20,1,0,0,0,1,2,1
"2024-01-24","Gift Card","N/A","Standard",44,"City50","PROD00000597","Male","Not Returned","Home","ORD00000597",12.01,"Not Returned",2,459.32,"USER00000597",0,0,0,0,0,0,0,0
"2023-02-13","Gift Card","2023-04-12","Express",69,"City7","PROD00000601","Male","Returned","Toys","ORD00000601",24.47,"Not as described",4,39.22,"USER00000601",58,0,0,0,1,0,1,0
"2024-02-02","Credit Card","N/A","Standard",18,"City4","PROD00000604","Female","Not Returned","Books","ORD00000604",36.37,"Not Returned",3,415.61,"USER00000604",0,0,0,0,0,0,0,0
"2024-01-04","Credit Card","N/A","Standard",63,"City96","PROD00000616","Female","Not Returned","Books","ORD00000616",23.38,"Not Returned",3,289.18,"USER00000616",0,0,0,0,0,0,0,0
"2023-09-28","Gift Card","N/A","Next-Day",34,"City93","PROD00000619","Male","Not Returned","Books","ORD00000619",35.08,"Not Returned",3,153.38,"USER00000619",0,0,0,0,0,0,0,0
"2024-01-18","Gift Card","N/A","Next-Day",41,"City59","PROD00000623","Female","Not Returned","Electronics","ORD00000623",43.31,"Not Returned",4,14.22,"USER00000623",0,0,0,0,0,0,0,0
"2023-01-03","Credit Card","2023-08-16","Next-Day",29,"City63","PROD00000625","Male","Returned","Electronics","ORD00000625",10.94,"Changed mind",3,332.89,"USER00000625",225,1,0,1,0,0,2,1
"2023-05-17","PayPal","2024-08-03","Express",52,"City96","PROD00000630","Female","Returned","Clothing","ORD00000630",36.66,"Defective",3,422.22,"USER00000630",444,0,1,1,0,1,3,1
"2023-01-30","Debit Card","2024-02-09","Next-Day",31,"City82","PROD00000632","Female","Returned","Home","ORD00000632",0.59,"Wrong item",3,26.78,"USER00000632",375,0,0,1,0,0,1,0
"2023-10-29","Gift Card","N/A","Standard",20,"City28","PROD00000640","Male","Not Returned","Electronics","ORD00000640",2.52,"Not Returned",3,114.12,"USER00000640",0,0,0,0,0,0,0,0
"2024-02-18","PayPal","2024-08-22","Next-Day",40,"City71","PROD00000649","Female","Returned","Electronics","ORD00000649",15.11,"Wrong item",4,393.02,"USER00000649",186,0,0,1,1,1,3,1
"2023-01-08","PayPal","2024-09-18","Standard",69,"City95","PROD00000670","Female","Returned","Home","ORD00000670",13.04,"Not as described",1,45.48,"USER00000670",619,0,0,1,0,0,1,0
"2023-08-14","PayPal","N/A","Express",27,"City58","PROD00000676","Female","Not Returned","Clothing","ORD00000676",39.06,"Not Returned",4,282.92,"USER00000676",0,0,0,0,0,0,0,0
"2024-08-15","Debit Card","N/A","Express",60,"City33","PROD00000677","Female","Not Returned","Home","ORD00000677",36.78,"Not Returned",3,58.13,"USER00000677",0,0,0,0,0,0,0,0
"2023-05-15","Gift Card","2024-07-17","Express",51,"City72","PROD00000682","Male","Returned","Home","ORD00000682",28.89,"Changed mind",5,337.24,"USER00000682",429,1,0,1,1,0,3,1
"2023-08-20","PayPal","2023-10-07","Standard",53,"City87","PROD00000690","Male","Returned","Toys","ORD00000690",47.4,"Changed mind",4,166.33,"USER00000690",48,1,1,0,1,0,3,1
"2023-05-13","PayPal","N/A","Express",38,"City38","PROD00000698","Male","Not Returned","Books","ORD00000698",21.29,"Not Returned",1,183.32,"USER00000698",0,0,0,0,0,0,0,0
"2023-04-30","Gift Card","N/A","Next-Day",20,"City17","PROD00000700","Male","Not Returned","Books","ORD00000700",0.36,"Not Returned",1,31.92,"USER00000700",0,0,0,0,0,0,0,0
"2023-01-08","Gift Card","N/A","Express",50,"City66","PROD00000701","Male","Not Returned","Books","ORD00000701",11.82,"Not Returned",2,111.19,"USER00000701",0,0,0,0,0,0,0,0
"2023-03-13","Debit Card","2023-06-28","Express",50,"City94","PROD00000707","Female","Returned","Books","ORD00000707",38.72,"Wrong item",2,45.84,"USER00000707",107,0,1,1,0,0,2,1
"2023-03-13","Credit Card","2023-04-08","Standard",32,"City59","PROD00000721","Male","Returned","Clothing","ORD00000721",11.44,"Wrong item",3,9.08,"USER00000721",26,0,0,0,0,0,0,0
"2023-08-07","Debit Card","2023-11-01","Next-Day",60,"City21","PROD00000723","Male","Returned","Clothing","ORD00000723",7.9,"Defective",5,78.14,"USER00000723",86,0,0,0,1,0,1,0
"2023-04-07","Credit Card","N/A","Standard",59,"City80","PROD00000724","Female","Not Returned","Toys","ORD00000724",38.5,"Not Returned",2,257.46,"USER00000724",0,0,0,0,0,0,0,0
"2024-10-12","Debit Card","N/A","Next-Day",55,"City10","PROD00000731","Female","Not Returned","Home","ORD00000731",48.8,"Not Returned",2,214.66,"USER00000731",0,0,0,0,0,0,0,0
"2023-08-02","PayPal","2024-03-17","Standard",70,"City29","PROD00000739","Female","Returned","Electronics","ORD00000739",14.67,"Not as described",3,344.28,"USER00000739",228,0,0,1,0,0,1,0
"2023-03-02","Debit Card","N/A","Standard",63,"City91","PROD00000746","Female","Not Returned","Clothing","ORD00000746",34.13,"Not Returned",4,258.65,"USER00000746",0,0,0,0,0,0,0,0
"2023-06-14","Credit Card","2023-07-12","Next-Day",47,"City55","PROD00000750","Male","Returned","Home","ORD00000750",35.59,"Changed mind",3,357.52,"USER00000750",28,1,1,0,0,1,3,1
"2024-07-31","Gift Card","2024-11-09","Standard",58,"City68","PROD00000754","Female","Returned","Books","ORD00000754",44.65,"Wrong item",4,454.4,"USER00000754",101,0,1,1,1,1,4,1
"2023-07-14","Debit Card","N/A","Standard",49,"City69","PROD00000764","Female","Not Returned","Clothing","ORD00000764",14.42,"Not Returned",2,229.86,"USER00000764",0,0,0,0,0,0,0,0
"2024-08-30","PayPal","N/A","Express",21,"City74","PROD00000769","Male","Not Returned","Clothing","ORD00000769",3.39,"Not Returned",5,29.51,"USER00000769",0,0,0,0,0,0,0,0
"2023-04-29","PayPal","2023-05-03","Express",69,"City50","PROD00000771","Male","Returned","Home","ORD00000771",0.08,"Wrong item",3,257.6,"USER00000771",4,0,0,0,0,0,0,0
"2024-01-12","Gift Card","2024-05-18","Next-Day",52,"City70","PROD00000775","Male","Returned","Books","ORD00000775",22.94,"Wrong item",2,198.82,"USER00000775",127,0,0,1,0,0,1,0
"2023-12-08","Gift Card","N/A","Express",18,"City60","PROD00000778","Male","Not Returned","Electronics","ORD00000778",24.49,"Not Returned",4,153.98,"USER00000778",0,0,0,0,0,0,0,0
"2024-03-09","Gift Card","2024-07-30","Next-Day",66,"City89","PROD00000782","Male","Returned","Home","ORD00000782",42.94,"Changed mind",3,338.78,"USER00000782",143,1,1,1,0,0,3,1
"2024-01-01","Debit Card","2024-07-11","Next-Day",39,"City1","PROD00000786","Female","Returned","Books","ORD00000786",44.42,"Wrong item",1,250.63,"USER00000786",192,0,1,1,0,0,2,1
"2023-09-02","Debit Card","N/A","Next-Day",62,"City40","PROD00000788","Female","Not Returned","Electronics","ORD00000788",2.1,"Not Returned",5,219.96,"USER00000788",0,0,0,0,0,0,0,0
